epoch,model,train_loss,val_loss,val_ll,val_ppl,val_cond_ppl,has_improved,should_stop
0,PBM,0.331016,0.2579479,-0.25802618,1.3066529,1.3066529,True,False
1,PBM,0.2880951,0.25307316,-0.2531433,1.3000922,1.3000922,True,False
2,PBM,0.27956387,0.25168413,-0.25175226,1.2982326,1.2982326,True,False
3,PBM,0.27236277,0.2513969,-0.25146466,1.2978607,1.2978607,True,False
4,PBM,0.26583034,0.2516493,-0.25171736,1.2982196,1.2982196,False,True
