epoch,model,train_loss,val_loss,val_ll,val_ppl,val_cond_ppl,has_improved,should_stop
0,DCTR,0.31850702,0.29552606,-0.29552317,1.3598082,1.3598082,True,False
1,DCTR,0.29309535,0.29566747,-0.29566416,1.3588897,1.3588897,False,True
