epoch,model,train_loss,val_loss,val_ll,val_ppl,val_cond_ppl,has_improved,should_stop
0,UBM,0.3129197,0.23892906,-0.23893602,1.3066019,1.283867,True,False
1,UBM,0.26460126,0.2354017,-0.23540899,1.300348,1.2789847,True,False
2,UBM,0.2568763,0.23452887,-0.23453577,1.2984273,1.277729,True,False
3,UBM,0.25026083,0.23435734,-0.23436415,1.2978185,1.2774404,True,False
4,UBM,0.24431843,0.23453732,-0.23454452,1.29782,1.2776388,False,True
