epoch,model,train_loss,val_loss,val_ll,val_ppl,val_cond_ppl,has_improved,should_stop
0,PBM,0.33019552,0.2589504,-0.25897124,1.3077402,1.3077402,True,False
1,PBM,0.2871768,0.25392714,-0.25394788,1.30099,1.30099,True,False
2,PBM,0.27858987,0.2524451,-0.2524657,1.2990023,1.2990023,True,False
3,PBM,0.27135405,0.25207835,-0.25209877,1.2985204,1.2985204,True,False
4,PBM,0.26479158,0.25225198,-0.25227237,1.2987705,1.2987705,False,True
