epoch,model,train_loss,val_loss,val_ll,val_ppl,val_cond_ppl,has_improved,should_stop
0,DBN,0.2784585,0.2695058,-0.26950297,1.3489889,1.3250984,True,False
1,DBN,0.27602187,0.26943895,-0.26943612,1.3489232,1.3250059,True,False
2,DBN,0.2759684,0.26941568,-0.26941293,1.3489023,1.324974,True,False
3,DBN,0.27594623,0.26940465,-0.26940188,1.3488925,1.3249587,True,False
4,DBN,0.27593353,0.2693982,-0.26939544,1.3488868,1.3249496,False,True
