epoch,model,train_loss,val_loss,val_ll,val_ppl,val_cond_ppl,has_improved,should_stop
0,CCM,0.291387,0.2371849,-0.2371796,1.3038418,1.281533,True,False
1,CCM,0.27201378,0.23419528,-0.23418675,1.2977396,1.2771666,True,False
2,CCM,0.26412696,0.23334198,-0.23333116,1.2952346,1.2758945,True,False
3,CCM,0.25733712,0.23326051,-0.23324734,1.2940624,1.2757257,True,False
4,CCM,0.25122574,0.23358156,-0.23356621,1.293609,1.2761186,False,True
