epoch,model,train_loss,val_loss,val_ll,val_ppl,val_cond_ppl,has_improved,should_stop
0,CM,1.0970567,1.0364805,-1.0364703,1.3757895,3.1321154,True,False
1,CM,1.0961688,1.0366327,-1.0366207,1.3775043,3.132383,False,True
